sensor_0_mean,sensor_0_std,sensor_0_min,sensor_0_max,sensor_0_q25,sensor_0_q50,sensor_0_q75,sensor_1_mean,sensor_1_std,sensor_1_min,sensor_1_max,sensor_1_q25,sensor_1_q50,sensor_1_q75,sensor_2_mean,sensor_2_std,sensor_2_min,sensor_2_max,sensor_2_q25,sensor_2_q50,sensor_2_q75,sensor_3_mean,sensor_3_std,sensor_3_min,sensor_3_max,sensor_3_q25,sensor_3_q50,sensor_3_q75,sensor_4_mean,sensor_4_std,sensor_4_min,sensor_4_max,sensor_4_q25,sensor_4_q50,sensor_4_q75,sensor_5_mean,sensor_5_std,sensor_5_min,sensor_5_max,sensor_5_q25,sensor_5_q50,sensor_5_q75,sensor_6_mean,sensor_6_std,sensor_6_min,sensor_6_max,sensor_6_q25,sensor_6_q50,sensor_6_q75,sensor_7_mean,sensor_7_std,sensor_7_min,sensor_7_max,sensor_7_q25,sensor_7_q50,sensor_7_q75,sensor_8_mean,sensor_8_std,sensor_8_min,sensor_8_max,sensor_8_q25,sensor_8_q50,sensor_8_q75,sensor_9_mean,sensor_9_std,sensor_9_min,sensor_9_max,sensor_9_q25,sensor_9_q50,sensor_9_q75,label
0.664305595,319.2539173,-1511,1322,-210,0,212,-0.363743938,321.9813845,-2597,2257,-188,0,189,-0.3719938,267.9095115,-1602,1157,-174,0,171,-1.316361394,269.2447796,-1003,1195,-180,0,179,-0.498625023,156.7673781,-1158,1201,-96,0,95,1.424309595,484.2735198,-1691,1602,-340,0,348,-4.186813553,342.4137231,-1841,1528,-234,0,227,-0.173313778,506.4170184,-2135,1648,-336,0,334,-1.549140848,235.8254621,-1057,1250,-155,0,152,-7.579973667,619.2278179,-2901,3039,-405,0,392,39932891
2.273945434,263.0224673,-1578,1460,-164,0,167,0.0,0.0,0,0,0,0,0,-0.679072015,228.86268,-2007,1744,-141,0,136,-1.525557907,291.0328865,-2317,2197,-169,0,166,-0.013533108,182.5207234,-1298,1406,-102,0,101,4.46637556,461.9484109,-1656,1738,-304,0,310,-1.642372627,339.8121414,-2644,2429,-238,0,237,1.008433193,561.9737757,-7571,5046,-360,0,363,-0.994650089,274.115416,-2266,3452,-153,0,153,-0.132947784,561.5626889,-4074,3931,-336,0,343,22925219
-2.780253662,290.3558837,-2956,3394,-151,0,149,0.593456776,472.0480923,-5782,7170,-211,0,209,0.0,0.0,0,0,0,0,0,-0.342310961,234.644913,-1797,1937,-133,0,133,-0.637806037,156.8642733,-1361,1379,-82,0,81,1.718154697,533.6721591,-2024,1894,-365,0,356,-2.173280445,329.2383757,-1980,1582,-206,0,198,-2.179247013,381.0969008,-1781,1603,-251,0,247,-0.573840436,266.8638846,-2429,1569,-151,0,154,-14.92838453,580.8751428,-4691,3373,-334,0,322,40611331
0.407159881,256.6828787,-1355,1242,-162,0,165,-0.786953551,486.8881445,-9820,7738,-259,0,257,-2.226462892,251.3700022,-1223,1378,-163,0,159,-0.352560791,280.5096344,-1515,1508,-182,0,181,0.245662572,168.9681222,-1186,1183,-104,0,103,-0.08358194,384.569608,-3935,3472,-243,0,246,0.630689489,461.3182286,-2968,2753,-288,0,290,-0.880451992,428.1142623,-3791,2960,-266,0,266,-2.080281995,281.8004099,-1522,1600,-181,0,176,-2.317178047,549.5970976,-4579,3543,-346,0,342,25365917
0.800503325,265.2895417,-1171,1398,-170,0,175,0.59680672,930.7307476,-9034,9485,-494,0,497,-2.53957434,265.3684094,-1732,1639,-160,0,159,-0.968583857,309.0692072,-1787,2010,-186,0,183,0.0,0.0,0,0,0,0,0,7.946834219,552.3089499,-1850,2113,-354,0,377,-8.643989267,383.5660685,-1697,1460,-264,0,249,-1.930384494,371.1728635,-1524,1485,-251,0,243,2.027516208,295.445962,-1573,2062,-175,0,176,-4.066332228,517.2744984,-2632,2770,-319,0,310,15658108
0.371193813,1166.472704,-9474,9469,-617,0,625,-1.636139398,685.4978256,-7718,9686,-317,0,311,21.78960351,1228.584052,-4678,5085,-801,0,892,-1.14561424,439.2842772,-3036,2232,-285,0,285,0.616439726,191.0515311,-1617,2151,-109,0,109,-1.517058049,238.7217825,-920,934,-160,0,154,1.05759904,211.8993846,-956,1217,-138,0,140,-1.247662539,199.7860766,-916,970,-134,0,134,3.373493775,278.2541695,-1219,1474,-169,0,179,-2.112814786,738.0903799,-7360,5874,-452,0,442,34477908
3.444375927,311.7712504,-3328,3241,-167,0,170,-3.084465259,550.2357074,-8169,6692,-244,0,240,0.0,0.0,0,0,0,0,0,1.835769404,265.6926047,-2494,2243,-145,0,149,-0.324577924,198.8412364,-1737,2907,-101,0,101,-8.738604357,541.4867182,-1825,1794,-375,0,356,5.218063032,335.4405379,-2226,2097,-189,0,206,1.689838503,363.7738028,-1908,1694,-236,0,240,-1.905334911,299.3749253,-2390,2160,-164,0,161,-10.19499675,647.1419168,-4397,5092,-363,0,352,39889961
-1.753654106,188.3122945,-706,965,-126,0,123,2.298878352,598.0453707,-7167,5560,-337,0,338,-2.193130114,205.4245422,-847,954,-133,0,129,-2.670255496,220.8993927,-1559,1132,-144,0,139,0.932434459,147.7104034,-1959,2056,-81,0,82,-4.149947501,317.6160121,-1204,1325,-210,0,208,-3.410776487,165.9989903,-669,752,-115,0,109,-2.201146648,188.4944462,-733,679,-129,0,123,-0.346827553,250.6694285,-1094,1127,-168,0,166,-0.568240529,364.6326915,-2075,2363,-228,0,228,38648801
0.716304728,393.8611511,-3391,3323,-222,0,221,0.374743754,312.6016112,-2852,3106,-132,0,130,-6.427476209,742.4166628,-3538,3084,-498,0,492,2.205296578,250.3584395,-1119,1195,-162,0,166,-0.757804037,88.34552389,-837,960,-42,0,42,-3.984516925,618.7932355,-2814,2535,-414,0,403,1.916451392,522.4119068,-3556,3820,-345,0,348,0.861235646,616.5042181,-2607,2910,-417,0,417,0.098881685,223.2044763,-1233,1216,-139,0,138,7.34721088,364.3955209,-2477,2612,-215,0,227,2573654
4.39701005,312.6869035,-1507,1229,-208,0,213,0.0,0.0,0,0,0,0,0,-0.540090998,268.4931748,-952,1077,-182,0,178,5.111831469,381.5139109,-1688,1864,-248,0,254,-0.691205147,193.9660957,-994,1062,-119,0,119,5.174113765,625.9548479,-2312,2215,-410,0,420,1.683605273,405.6474208,-2370,2044,-277,0,280,-7.256495725,525.7669829,-7010,6158,-349,0,338,4.769037183,305.8275155,-1504,1357,-198,0,207,4.213796437,589.5026104,-2534,2584,-383,0,386,39945763
-1.935284412,328.3607423,-1548,1639,-209,0,204,-4.119014683,1089.627673,-20416,17353,-419,0,412,1.312628123,285.0057102,-1254,1311,-174,0,177,-4.130164497,339.0539822,-2103,1781,-208,0,199,1.718504692,239.6441883,-2019,1683,-124,0,127,-12.7920868,438.6117185,-1521,1407,-346,0,325,1.136281062,231.0410332,-1939,1501,-137,0,144,-0.266328895,304.1961308,-2529,2570,-192,0,192,-1.001916635,377.3557397,-1980,2121,-214,0,212,0.493341778,756.6511908,-4707,4798,-444,0,434,11425080
-2.200513325,392.2793676,-2014,2389,-244,0,237,3.796920051,615.840472,-5704,5523,-340,0,352,-0.812336461,322.589486,-2250,1979,-201,0,199,2.93520108,342.8730383,-1820,2525,-211,0,214,-0.541574307,247.5471674,-2075,2345,-143,0,141,-2.939517675,304.1397768,-1698,1240,-206,0,198,-8.989683505,499.0261904,-4002,3403,-284,0,280,-0.00059999,311.2745073,-4240,3011,-197,0,197,0.872585457,372.4074766,-1886,2246,-226,0,225,-3.090381827,865.0587423,-4473,5923,-543,0,521,34191056
-0.818519691,185.1201281,-909,906,-120,0,120,-1.109331511,573.9597007,-6636,4482,-312,0,308,1.713454776,167.2478612,-1007,781,-109,0,112,1.281328645,226.4695871,-1171,1169,-146,0,148,-1.098865019,125.3066662,-1376,1636,-61,0,60,-0.027199547,294.0640588,-1463,1819,-193,0,194,-0.240379327,661.2837582,-13565,14244,-245,0,242,-1.97378377,379.4825081,-2444,2758,-240,0,234,1.711871469,220.5380635,-1081,1166,-136,0,138,1.09498175,355.1363855,-1968,1921,-213,0,217,6636975
0.909901502,354.1377804,-1834,1614,-222,0,229,-2.617156381,361.9125821,-5193,6102,-191,0,185,-5.424159597,300.0058243,-1428,2006,-200,0,188,-3.271262146,324.3279937,-1660,1622,-214,0,211,-0.136464392,162.7134957,-1531,1362,-95,0,95,-12.54682422,562.2525546,-1700,1738,-408,0,392,0.474308762,429.1745842,-2441,2318,-280,0,282,-7.033832769,536.2558983,-1941,1951,-373,0,360,0.62837286,320.8160935,-2004,2168,-202,0,204,0.464892252,659.0852567,-4710,4255,-408,0,415,42641672
0.626672889,405.2365612,-4303,3503,-249,0,246,8.576557057,795.939326,-6168,5738,-417,0,430,3.976300395,326.7341759,-1963,2175,-209,0,209,2.344377594,394.0293041,-4394,4328,-206,0,205,1.440125998,198.8266308,-1268,1264,-117,0,117,-4.183996933,437.0645305,-2522,1825,-296,0,283,-2.288328528,696.9703785,-13301,13756,-259,0,253,11.27241213,462.4661703,-3408,3734,-280,0,295,-0.791186814,397.5666897,-3607,2493,-249,0,241,1.448759187,887.042816,-7558,8120,-501,0,502,17966999
-2.432676122,2613.763976,-32767,32767,-423,0,426,-4.523041283,391.574951,-2292,1794,-264,0,252,2.395676739,349.1203003,-1307,1608,-232,0,237,0.258612356,351.6050679,-1252,1408,-240,0,240,0.720054666,187.292541,-861,1199,-122,0,123,7.062298962,606.0219869,-2527,2441,-391,0,405,-4.000583324,684.8959156,-3345,3768,-444,0,439,0.647189214,703.6779524,-4874,3710,-461,0,473,0.706154897,336.1853171,-1416,1476,-219,0,219,1.668222196,687.4352448,-2379,2641,-467,0,464,26358188
2.002533291,306.2984314,-1210,1777,-203,0,207,-1.370243829,1178.771343,-7682,10656,-583,0,579,0.695821736,270.5888784,-1170,1205,-179,0,179,2.583690272,338.7541954,-1518,2269,-212,0,215,-0.143430943,197.6680475,-1148,1160,-115,0,115,2.035266079,443.2981904,-2356,3081,-290,0,293,-0.804669922,298.6238506,-1767,1305,-198,0,197,2.577707038,500.2707654,-3325,4469,-328,0,330,2.114964751,351.4713525,-1640,2064,-225,0,226,8.079032016,556.6122614,-2603,2953,-347,0,361,8213206
-2.090348494,363.3366118,-1765,1526,-241,0,235,0.131781137,2061.560861,-24123,23764,-1041,0,1036,2.520207997,336.0441072,-1633,2041,-215,0,222,3.104598257,491.3881436,-2672,2333,-309,0,314,-0.167080549,291.8340643,-3205,3067,-166,0,166,-4.471008817,371.2731164,-1572,1518,-254,0,250,1.82678622,476.2730595,-4420,4243,-298,0,300,2.797970034,570.24269,-3307,3551,-378,0,376,1.011616473,478.9550759,-2502,2324,-304,0,304,0.403959934,799.666234,-5375,4020,-493,0,492,7129641
-3.760103998,286.3693447,-2392,2582,-170,0,164,-1.713788104,451.1695816,-5707,4496,-241,0,245,1.388926851,262.3092539,-2301,2044,-156,0,161,-0.26357894,300.2670375,-2910,2404,-187,0,187,1.250329161,175.3570683,-1663,2532,-94,0,95,-3.091848469,1047.643706,-9474,10899,-365,0,366,-2.40979317,461.0617366,-3993,3089,-282,0,277,0.064965584,596.7804899,-8783,9508,-286,0,288,-0.681355311,317.5355093,-2204,2399,-190,0,189,2.6979717,595.8890165,-4994,7969,-334,0,328,27200357
-1.793070115,552.622558,-2699,2804,-368,0,361,-4.144797587,1683.765702,-9373,9554,-1081,0,1070,1.02778287,497.4038884,-2760,2310,-326,0,320,5.243862602,625.6340391,-3205,2721,-407,0,415,0.0,0.0,0,0,0,0,0,0.809519841,650.1165278,-2132,2265,-494,0,496,-3.911734804,523.9083148,-4270,3969,-338,0,333,1.883301945,374.7497314,-1818,2161,-247,0,249,-5.001583307,605.2080041,-3016,2470,-388,0,379,-3.56579057,1069.425093,-4755,5576,-715,0,705,8497192
-39.52870785,13228.93221,-32767,32767,-7473,0,7410,-87.96566724,10093.77173,-32767,32767,-5761,0,5745,31.3178947,11324.62138,-32767,32767,-5845,0,5905,-41.64857252,11097.9778,-32767,32767,-5781,0,5672,699.8106365,6143.988816,-32767,32767,-1195,0,1257,75.03233279,11754.75161,-32767,32767,-3404,0,3497,3.300278329,1260.175058,-15033,14613,-107,0,107,-9.244579257,2817.804002,-30898,32767,-410,0,393,61.259729,13636.6791,-32767,32767,-7887,0,8103,114.8842019,12837.37441,-32767,32767,-6903,0,7060,3421039
0.143497608,412.5434836,-1960,1998,-266,0,263,16.80723655,1602.786591,-10235,12855,-843,0,873,-0.587090215,378.1277624,-1690,1846,-237,0,237,-0.497608373,532.902899,-2695,2927,-346,0,344,3.410959817,289.4287471,-2310,2144,-168,0,174,0.742754287,389.00602,-1556,1583,-262,0,262,2.560140664,485.9220556,-3403,3822,-309,0,316,3.258629023,574.4068644,-4464,4255,-373,0,375,0.401259979,479.9354601,-2247,2653,-304,0,302,-5.463242279,789.1439467,-4908,3882,-509,0,493,1361819
3.146747554,339.8218195,-1776,1671,-209,0,211,-1.295461742,549.051455,-7754,6022,-233,0,229,0.0,0.0,0,0,0,0,0,0.018499692,372.9203361,-2246,1695,-239,0,240,0.0,0.0,0,0,0,0,0,-0.714554757,935.2271193,-3221,3752,-638,0,630,-9.622756287,647.5529307,-2794,2856,-450,0,430,-6.222012966,752.5482737,-4920,4502,-500,0,489,2.494525091,361.537413,-1786,1998,-228,0,230,-17.75340411,711.5705867,-5095,4208,-420,0,404,45041787
1.484091932,383.5122532,-2905,2967,-236,0,238,3.227496208,919.1791415,-8214,10216,-375,0,376,0.859735671,258.4033039,-1188,1189,-170,0,168,-0.741104315,295.4970394,-1518,1506,-186,0,189,1.088498525,228.8811622,-1499,1763,-131,0,132,-0.108981517,243.0098464,-897,1088,-160,0,160,-4.088931851,256.3264987,-1297,1379,-165,0,158,-1.045565907,243.0267054,-1311,1202,-164,0,162,0.645572574,340.3356894,-1623,1782,-223,0,220,5.283278612,858.4072249,-4605,5097,-535,0,539,25975167
7.083615273,1112.727087,-4706,4957,-686,0,721,14.89261846,2938.222171,-22073,27378,-1770,0,1814,-0.208863186,1065.102563,-4695,4894,-683,0,671,12.11423143,1379.199186,-7012,7220,-847,0,869,0.159897335,72.2576216,-1848,1332,0,0,0,-11.86098565,1295.944615,-4248,4906,-916,0,872,4.249729171,1133.062341,-9058,8202,-709,0,706,-2.596106732,1112.24846,-5886,4039,-746,0,753,11.07166547,1281.058094,-5299,5775,-778,0,770,-19.54095765,1902.736657,-10600,7441,-1227,0,1198,1915435
-0.100281662,216.9855659,-1976,1366,-126,0,128,0.0,0.0,0,0,0,0,0,1.243379277,183.4720872,-1376,1194,-112,0,114,0.1120148,243.7084177,-1666,1605,-146,0,147,0.551140814,166.6103164,-1295,1212,-100,0,101,1.961850636,198.6628084,-860,959,-131,0,133,0.888468526,175.9911245,-1151,971,-113,0,115,0.0,0.0,0,0,0,0,0,-1.258445693,241.7101702,-1614,1820,-141,0,138,-4.111681472,468.136766,-2958,2987,-299,0,291,23178505
0.522557957,404.8254458,-1771,1814,-264,0,264,-3.475208747,1295.834811,-9388,8802,-782,0,782,-5.81238646,359.0560467,-1640,1435,-236,0,233,-5.623372944,481.4650223,-2209,2105,-317,0,307,1.417893035,280.6478113,-1309,1322,-179,0,179,-6.837069382,379.0878019,-1793,1749,-250,0,243,0.084481925,479.8686539,-2261,2631,-314,0,312,-2.986900218,482.0304865,-8382,7178,-306,0,303,-3.738054366,441.1358318,-2096,1753,-285,0,278,-6.184563591,743.0405497,-3246,3214,-490,0,483,824011
3.18498025,338.8522637,-1427,1404,-221,0,225,0.0,0.0,0,0,0,0,0,2.517491375,295.4731994,-1251,1318,-191,0,202,3.116131398,495.4036781,-1864,1879,-339,0,342,1.09839836,217.3681913,-1237,1079,-139,0,140,-4.558290695,491.7442965,-1648,1793,-339,0,336,-1.877818703,361.017077,-1289,1365,-235,0,243,0.373277112,429.9455952,-1648,1853,-288,0,290,-0.856769054,349.3996216,-1476,1435,-234,0,235,-1.586490225,661.5244025,-2831,3013,-440,0,445,37917129
0.539707672,329.6941822,-2576,3017,-174,0,175,0.496925051,550.7772135,-6269,6327,-256,0,253,1.02459959,323.6585972,-1868,1854,-188,0,189,-2.109848169,311.9219667,-2160,1823,-190,0,183,-0.576790387,201.8261565,-1186,1271,-107,0,105,4.091498475,707.7334899,-10709,16490,-425,0,434,1.116364727,398.7829876,-2514,2515,-218,0,216,-2.477575374,729.6906677,-5544,5295,-471,0,469,-0.33502775,324.9404664,-1994,2074,-190,0,193,5.89080182,651.3217882,-4929,4837,-344,0,352,8108062
1.946900885,633.6640134,-2816,2840,-412,0,422,3.311844803,1885.97568,-9134,9728,-1196,0,1220,-1.528324528,589.9312857,-2207,3055,-387,0,384,2.13301445,697.7827041,-2662,2664,-466,0,474,-1.512591457,383.8169184,-2181,2190,-251,0,247,-1.182496958,650.7933811,-2695,2464,-479,0,479,-7.637772704,507.47593,-2300,1906,-352,0,336,1.946317561,392.4886892,-1662,2292,-258,0,266,5.433126115,706.3579471,-2536,3172,-464,0,476,0.059165681,1187.683201,-4616,4751,-787,0,782,3731980
2.991433476,280.0126229,-1722,2001,-172,0,178,-0.950267496,576.7399884,-5193,3716,-354,0,352,-2.135514408,237.8804801,-1938,1539,-150,0,146,-0.415109748,282.355252,-1491,1734,-179,0,181,-0.443659272,238.6548001,-2111,2804,-140,0,139,0.74837086,266.6622085,-1440,1307,-178,0,178,-2.325477909,311.3969756,-1799,2981,-197,0,193,-0.906751554,313.1069972,-3571,3013,-199,0,197,-0.784353594,289.9961598,-1593,1817,-186,0,182,-3.109598173,639.9712999,-3696,3456,-409,0,404,35802381
-0.73942101,1312.9244,-12498,17726,-317,0,316,4.811253146,3672.639527,-32767,32767,-341,0,334,100.3496442,1791.127941,-10545,12391,-983,0,1127,0.140597657,1398.240517,-16425,16104,-324,0,328,0.0,0.0,0,0,0,0,0,-2.128114531,802.062188,-4515,4590,-488,0,490,9.865585574,1109.274989,-10853,15100,-369,0,393,-16.79945334,929.8462566,-9857,8152,-473,0,454,0.841052649,1708.134326,-27992,28531,-311,0,311,3.314928085,3016.398939,-32767,32767,-611,0,619,13633377
-18.29322845,1736.054958,-7826,8781,-1090,0,1063,-7.735137748,2967.268715,-16743,15321,-1637,0,1644,-21.97463376,1589.556286,-7848,7399,-1011,0,967,-3.597040049,1624.414077,-7191,7063,-1068,0,1035,0.0,0.0,0,0,0,0,0,15.83906935,1650.730121,-6077,6523,-1106,0,1171,-4.59219013,1179.68039,-4550,5215,-807,0,796,1.970867152,1261.56517,-4127,5125,-868,0,864,-2.536274395,1743.0338,-10377,8264,-1098,0,1103,32.82613623,2565.770211,-15052,13544,-1550,0,1576,3413816
0.356244063,341.1392074,-2363,2670,-204,0,205,0.738604357,345.2513138,-4209,4802,-167,0,167,1.651272479,341.3884856,-1819,1537,-222,0,227,0.818953017,274.1292123,-1301,1646,-179,0,177,0.743287612,107.611433,-894,1204,-61,0,62,1.258079032,665.8125269,-3113,3031,-447,0,450,-4.609506508,518.5620125,-2360,2337,-348,0,336,-5.740787654,692.9959285,-3769,3259,-467,0,460,0.117298045,257.75638,-1554,1259,-162,0,164,2.058515691,374.735282,-2459,2424,-227,0,228,1404445
-3.058265696,357.4181042,-2061,2697,-218,0,217,-3.683188614,1218.258116,-9692,10997,-656,0,664,1.365060582,331.3590722,-1904,1535,-202,0,201,3.414193097,478.9525248,-2056,2138,-296,0,301,0.0,0.0,0,0,0,0,0,2.035432743,517.0896114,-2310,2062,-348,0,346,3.839069349,694.7960277,-14046,14069,-328,0,336,-2.263745604,530.8887693,-4197,3630,-312,0,308,-0.492425126,427.2166247,-2176,2038,-262,0,262,1.070565491,638.3450483,-3193,3173,-391,0,392,46478810
-3.455125748,302.0937726,-1652,1340,-202,0,195,0.408493192,604.4403105,-3143,3530,-388,0,381,1.044282595,281.9642334,-1406,1403,-183,0,184,0.063948934,328.4731669,-1475,1693,-216,0,216,-1.02939951,247.372843,-1440,1460,-156,0,155,-1.382276962,502.7695097,-6305,6381,-278,0,279,3.85840236,392.6202775,-2561,1782,-253,0,260,0.433576107,389.4534775,-2387,2575,-260,0,256,2.202329961,329.9857682,-1463,1673,-202,0,206,-15.89248513,756.5365573,-3762,4078,-506,0,496,25463643
1.896068399,288.7923112,-1878,1781,-163,0,168,0.0,0.0,0,0,0,0,0,1.960767321,254.9486838,-2587,1920,-143,0,147,2.075998733,373.0970863,-3152,3138,-198,0,204,-0.548074199,198.7858654,-2119,2216,-92,0,91,-0.194230096,500.297955,-5085,4960,-275,0,276,-0.20722988,652.568968,-7520,5982,-353,0,354,0.0,0.0,0,0,0,0,0,-1.026082899,338.2261814,-2133,2118,-186,0,187,3.348760854,646.5126683,-5355,4218,-351,0,364,41588186
0.73378777,403.9302615,-1680,1651,-273,0,272,-0.958134031,951.7707704,-6338,6535,-564,0,566,2.086615223,331.5663387,-1958,1569,-223,0,220,-0.719888002,408.8057538,-1693,2386,-277,0,277,-0.129797837,37.53840434,-796,750,0,0,0,-7.172747121,900.5128953,-3401,3116,-594,0,590,3.336277729,635.8893713,-2572,3194,-410,0,419,-6.163847269,789.6306973,-2934,2494,-530,0,521,-2.626289562,386.3400889,-2638,2126,-254,0,247,0.476842053,718.6610101,-3282,4660,-470,0,471,25417967
