sensor_0_mean,sensor_0_std,sensor_0_min,sensor_0_max,sensor_0_q25,sensor_0_q50,sensor_0_q75,sensor_1_mean,sensor_1_std,sensor_1_min,sensor_1_max,sensor_1_q25,sensor_1_q50,sensor_1_q75,sensor_2_mean,sensor_2_std,sensor_2_min,sensor_2_max,sensor_2_q25,sensor_2_q50,sensor_2_q75,sensor_3_mean,sensor_3_std,sensor_3_min,sensor_3_max,sensor_3_q25,sensor_3_q50,sensor_3_q75,sensor_4_mean,sensor_4_std,sensor_4_min,sensor_4_max,sensor_4_q25,sensor_4_q50,sensor_4_q75,sensor_5_mean,sensor_5_std,sensor_5_min,sensor_5_max,sensor_5_q25,sensor_5_q50,sensor_5_q75,sensor_6_mean,sensor_6_std,sensor_6_min,sensor_6_max,sensor_6_q25,sensor_6_q50,sensor_6_q75,sensor_7_mean,sensor_7_std,sensor_7_min,sensor_7_max,sensor_7_q25,sensor_7_q50,sensor_7_q75,sensor_8_mean,sensor_8_std,sensor_8_min,sensor_8_max,sensor_8_q25,sensor_8_q50,sensor_8_q75,sensor_9_mean,sensor_9_std,sensor_9_min,sensor_9_max,sensor_9_q25,sensor_9_q50,sensor_9_q75,label
-2.566140564,290.6870239,-1234,1442,-185,0,182,-3.353360777,519.0306964,-5323,3630,-318,0,311,-0.018533024,231.0478924,-1279,1229,-148,0,148,-2.0119998,264.3390957,-1573,1678,-170,0,162,1.721037983,256.264289,-1837,2382,-151,0,156,2.547640873,314.7917954,-1437,1585,-211,0,212,-0.83278612,415.3073489,-3553,4132,-239,0,238,-0.176447059,339.0333144,-3787,3020,-216,0,218,1.018366361,292.1002503,-1935,2053,-181,0,185,-116.7378044,1042.53188,-5174,4925,-723,0,585,43069893
-7.669088849,450.3112092,-1598,2016,-309,0,297,0,0,0,0,0,0,0,3.34379427,413.0369786,-1778,1589,-275,0,283,-1.593723438,481.4541772,-1878,1981,-323,0,318,-1.734654422,228.3418957,-1368,1614,-146,0,143,-3.672205463,634.1569827,-2147,2176,-445,0,435,1.841252646,483.8077888,-1606,1726,-338,0,336,-2.735021083,554.8742998,-2614,2283,-380,0,365,0.741804303,474.2033988,-2039,1740,-318,0,320,-3.781920301,761.6170409,-3900,3489,-500,0,487,40763190
-1.04518258,343.3143453,-1609,1804,-212,0,211,-3.084398593,1137.497935,-16127,15937,-400,0,392,0.097448376,264.4844882,-1231,1163,-167,0,167,1.790620156,324.144995,-1666,1512,-190,0,192,-0.704871585,224.4931462,-1747,1926,-121,0,119,0.064298928,197.6684782,-931,797,-129,0,129,1.441659306,242.9362265,-1352,1512,-146,0,152,0.576057066,226.8803177,-1112,1234,-149,0,153,-1.456092398,380.4148677,-2383,1977,-229,0,226,-5.39497675,818.0062491,-4455,4156,-501,0,496,529841
-0.078065366,246.1584553,-1312,1382,-154,0,155,-1.30299495,439.5748164,-12434,10457,-165,0,161,-2.096198397,422.2680322,-2257,2334,-256,0,256,2.544357594,283.604504,-1529,1594,-179,0,183,0.065782237,130.2384885,-1448,1293,-65,0,65,-5.341227646,867.888895,-11155,12295,-506,0,498,-0.160680655,534.097515,-3269,2813,-314,0,321,1.019749671,679.2496324,-4940,3512,-456,0,450,1.867502208,258.4428834,-1303,1423,-154,0,155,1.488291862,435.8928985,-3250,3185,-241,0,244,925464
-4.897651706,628.5253259,-2966,2476,-425,0,417,2.18881352,1681.363225,-8204,8446,-1091,0,1088,-3.435626073,612.6073623,-3021,2889,-399,0,394,0.650155831,747.64643,-2977,2940,-501,0,487,-0.719754671,357.0900776,-1584,1602,-232,0,230,1.049899168,636.50264,-2010,2196,-497,0,500,-1.281411976,513.6572449,-2049,2619,-337,0,328,3.468275529,356.9319761,-1531,1282,-238,0,245,-1.531024483,683.3481059,-2900,2887,-453,0,454,-16.31504475,1103.837381,-4430,4593,-743,0,711,18448502
-3.333277779,272.1709834,-1843,1551,-166,0,162,1.19878002,505.1963799,-6652,4485,-204,0,205,7.19379677,450.2238493,-2017,2749,-290,0,298,-1.619123015,282.6734917,-1519,1460,-182,0,181,-0.127764537,145.1231712,-1134,966,-74,0,74,-2.150447493,704.0578665,-3786,3647,-467,0,464,0.71038816,611.5244561,-4774,5757,-391,0,389,3.914484759,723.771474,-3128,3307,-478,0,482,-1.818636356,275.2781567,-1591,1662,-169,0,165,-4.247679205,435.6566371,-3194,3432,-264,0,254,1096562
-0.009633173,236.5325104,-1257,1488,-141,0,142,0,0,0,0,0,0,0,-0.656189064,195.5526218,-1114,1280,-119,0,117,1.283928601,248.1635434,-1722,2093,-145,0,148,-0.835069416,185.571882,-2003,1422,-113,0,112,-0.026382894,215.8051455,-2564,1830,-143,0,142,-1.649472509,218.0385003,-2317,2400,-140,0,137,0,0,0,0,0,0,0,-0.761753971,247.9276176,-1828,1819,-148,0,144,6.123531274,548.7703718,-3951,3085,-330,0,342,16644956
1.076365394,351.9871573,-1864,1787,-220,0,221,-4.556240729,1254.275624,-10508,7643,-729,0,728,3.376343728,340.4167054,-1838,1854,-208,0,212,-5.416926385,498.8416337,-2799,2363,-307,0,302,0,0,0,0,0,0,0,-12.11129815,531.9688109,-2296,2166,-371,0,353,-0.042465959,426.9186264,-3046,2470,-275,0,275,3.028566191,581.2436531,-5321,4131,-358,0,363,0.808536524,452.9559749,-2623,2259,-282,0,287,-2.738187697,649.8829121,-3268,3573,-409,0,409,46573581
-3.113098115,806.0906598,-7052,5024,-369,0,356,-1.77837036,1069.773343,-8397,10632,-442,0,437,-3.828336194,702.7624991,-5748,5094,-330,0,321,-0.08861519,705.4168353,-4917,4053,-357,0,363,-0.707454876,418.0425673,-4745,4764,-171,0,168,2.542824286,1116.000953,-4189,4628,-744,0,739,1.399310011,59.94890325,-239,257,-40,0,41,0.019116348,139.9663397,-4619,5151,-66,0,66,-1.850569157,788.2646987,-4470,6411,-369,0,367,1.453559107,1676.025793,-14359,13093,-610,0,604,6277972
-5.280661989,592.1714288,-2755,2394,-392,0,386,-0.785936901,861.7499511,-4363,4808,-541,0,543,-2.106681555,589.940642,-2256,2169,-392,0,390,1.096031733,570.7986674,-2453,2079,-373,0,379,0.108914851,280.3850563,-1551,1458,-175,0,176,-8.237212713,504.2865887,-2477,2950,-336,0,320,-2.348460859,592.9610341,-3108,3158,-401,0,392,4.411126481,615.1766255,-3274,3468,-406,0,412,-9.096715055,695.1511096,-3345,3103,-465,0,446,-3.302844953,967.913968,-4864,4621,-640,0,624,10412406
2.217463042,280.7012469,-1143,1186,-183,0,186,0.604989917,1005.33509,-9138,8689,-576,0,579,-27.85961901,1287.385362,-4057,4220,-848,0,832,-0.569790503,398.4543349,-2229,2276,-258,0,260,0,0,0,0,0,0,0,-4.58697355,746.710256,-3199,3199,-492,0,482,2.208963184,566.8129847,-5466,5933,-338,0,341,1.177713705,502.738261,-2126,1975,-334,0,334,0.515591407,431.3449705,-2247,2402,-277,0,277,7.112698122,512.9783423,-2870,2031,-332,0,344,18193401
-0.550457492,146.2585743,-852,669,-92,0,92,-1.483691938,401.9320401,-5004,4806,-170,0,169,0.874335428,133.6347229,-544,564,-86,0,85,1.15479742,158.0824681,-930,891,-100,0,102,-0.338527691,92.64804119,-1120,1316,-38,0,37,-1.183530274,271.9439492,-1569,1660,-179,0,180,0.563957267,168.9912456,-1305,1392,-97,0,99,-0.707604873,509.0993664,-12322,9031,-225,0,223,-0.748754187,232.2981506,-1789,1584,-138,0,138,-2.988366861,229.2265879,-1507,1399,-134,0,129,25418076
-3.221496308,275.6828688,-1873,1833,-170,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.69248846,583.5252011,-2342,2546,-380,0,408,0.711338144,190.1378189,-1700,1768,-115,0,116,-3.538407693,507.8411694,-1913,1602,-355,0,352,-7.331577807,344.8228549,-1771,1956,-232,0,213,0,0,0,0,0,0,0,1.796936718,430.0211628,-2339,2492,-274,0,280,-2.259145681,614.1994697,-4141,3966,-382,0,373,1891688
-7.659689005,708.5546899,-2751,2583,-477,0,470,-16.13868102,2029.955993,-8347,10119,-1342,0,1305,-2.633156114,813.1992574,-3391,3069,-544,0,541,-10.89363511,866.4078529,-3432,3588,-577,0,566,2.807236546,315.1039503,-1263,1354,-205,0,211,1.784986917,484.3254118,-1892,2180,-324,0,324,-5.203696605,355.1914168,-1270,1315,-241,0,227,1.906334894,399.9319676,-1324,1674,-269,0,275,10.89368511,948.1768257,-3494,3886,-630,0,643,-1.713754771,1114.034112,-4404,4775,-759,0,743,3600069
0,0,0,0,0,0,0,-1.704971584,951.4886263,-6902,6923,-540,0,529,3.729671172,291.8825321,-1415,1584,-177,0,184,-2.239279345,303.7676556,-1911,1644,-190,0,187,0,0,0,0,0,0,0,-0.633922768,467.9447356,-1752,1726,-323,0,324,0.085098582,324.5457117,-2474,2776,-204,0,200,6.088531858,363.4702009,-2150,1603,-238,0,251,-3.599940001,342.2249067,-1884,2054,-219,0,213,2.523291278,570.4844728,-2665,3197,-363,0,361,47810569
-3.262478959,357.0973534,-1368,1536,-232,0,229,-1.755287412,779.1645788,-6695,6574,-443,0,438,0.182880285,286.9291528,-1306,1177,-186,0,186,-0.452142464,336.3792651,-1930,1515,-228,0,224,0.005299912,8.652041625,-273,301,0,0,0,7.891018483,674.5832223,-2641,2928,-442,0,463,-10.66900552,527.600808,-2028,2268,-363,0,350,6.922684622,613.1611529,-2143,2544,-406,0,417,1.196480059,347.2405026,-2102,1611,-226,0,228,1.477725371,607.1570894,-2804,2618,-386,0,391,23494242
3.20782987,326.7122939,-1852,1885,-213,0,220,0,0,0,0,0,0,0,-2.754837419,301.7714425,-1396,1567,-201,0,196,5.81718638,467.1660162,-2446,2012,-304,0,314,-1.866818886,174.1508763,-1338,1584,-107,0,105,12.66275562,727.1967707,-3085,2953,-477,0,500,-3.836252729,591.3546431,-7311,8765,-352,0,345,0,0,0,0,0,0,0,2.793353444,341.3684202,-2591,2395,-204,0,211,-0.70942151,684.6990353,-5327,3631,-416,0,419,5142989
-5.568440526,1351.649495,-3210,3001,-1167,0,1138,-11.53960767,853.2824976,-4471,4270,-581,0,567,-18.01048316,1422.509776,-3645,3707,-1145,0,1112,-18.01401643,1217.129992,-3221,3058,-970,0,935,-0.148064199,206.7650877,-1091,897,-149,0,151,-14.61398977,2213.78542,-5767,5839,-1611,0,1566,-3.332777787,1638.790376,-4162,4197,-1245,0,1240,-23.71932134,2495.933702,-5515,5411,-2134,0,2062,-15.70715488,1367.465113,-3628,3651,-1069,0,1029,6.577440376,1449.20922,-3859,3691,-1130,0,1198,4931804
-16.82978617,1370.271517,-5891,5864,-943,0,896,-2.394476759,3113.717546,-13662,13532,-2052,0,2052,5.843319278,1288.486729,-5662,6534,-853,0,852,-3.000883319,1633.46439,-6488,7328,-1086,0,1081,0.264212263,25.82883638,-789,735,0,0,0,-1.845252579,1350.568754,-4792,5571,-897,0,911,-2.081581974,1161.884463,-6543,4809,-779,0,778,-0.385926901,1205.962627,-4432,4476,-790,0,805,14.59489009,1535.932058,-6417,7485,-998,0,1029,-17.30359494,2120.339469,-9148,8467,-1428,0,1392,1846267
-0.045199247,326.797962,-1873,1877,-209,0,208,0.592540124,531.3650441,-5158,4604,-293,0,292,1.089298512,271.8684463,-1613,1659,-165,0,168,-0.933651106,285.0529359,-1875,2053,-179,0,175,1.599556674,205.8761277,-1726,2094,-115,0,118,-1.456075732,297.0897978,-1720,2298,-190,0,189,1.726371227,385.51377,-2114,2037,-236,0,237,0.967167214,277.5406595,-1389,1659,-181,0,182,-4.189330178,308.5971826,-1890,2306,-194,0,188,1.418343028,728.9587333,-5534,4708,-432,0,437,34371250
-0.145414243,109.2660432,-480,463,-70,0,70,0.163413943,365.576359,-2200,2603,-216,0,218,3.914084765,116.4675896,-479,494,-72,0,78,-1.224912918,226.0833758,-1068,945,-152,0,152,0.042815953,72.00995598,-1123,888,-34,0,34,-1.721404643,259.5452826,-1892,1815,-168,0,164,-1.327327878,488.5080713,-6681,6904,-225,0,224,-0.585740238,301.6201759,-1505,1328,-197,0,195,-0.802836619,168.7519849,-898,970,-111,0,108,0.440026,212.1449957,-1206,1206,-127,0,127,17866148
-1.331644473,320.2935717,-1632,1232,-212,0,208,1.663705605,393.0930773,-4540,3124,-240,0,242,3.464058932,288.8865665,-1117,1192,-189,0,193,3.855802403,300.9311261,-1411,1531,-197,0,203,-0.305678239,189.8937106,-990,1142,-127,0,125,1.875168747,462.6806613,-1783,2081,-327,0,336,-9.410893152,387.58944,-1899,2320,-266,0,253,-0.837336044,502.6918553,-1884,2119,-336,0,338,-0.925667906,274.8652011,-1354,1405,-183,0,182,11.90671822,697.9322694,-4119,3534,-452,0,466,20039978
-1.447259212,322.7019147,-1785,1950,-212,0,211,0.217313045,1341.842122,-19058,16853,-716,0,724,0.285261912,299.2172825,-1428,1470,-196,0,196,5.899051682,412.3432549,-2642,3262,-257,0,265,0.772720455,295.9374021,-1651,2547,-181,0,183,-0.043665939,497.7189222,-1932,1934,-339,0,339,1.070315495,395.8471343,-4399,4850,-234,0,233,-1.336294395,526.9557867,-3340,4495,-351,0,349,3.668722188,425.0556435,-2051,2181,-270,0,274,12.08363194,739.7568959,-3916,4154,-471,0,490,15126522
0.402743288,436.9078317,-2169,2112,-279,0,282,2.807036549,457.0152983,-4784,4029,-234,0,237,0,0,0,0,0,0,0,2.282061966,361.1110099,-1518,1598,-235,0,238,-0.417443043,197.0319233,-1848,1507,-106,0,105,24.64650589,1687.101077,-5418,6701,-1124,0,1177,0.206179897,510.6368107,-2218,2515,-325,0,327,-23.09628173,807.1042252,-3133,4739,-569,0,517,0,0,0,0,0,0,0,-4.407009883,757.6448651,-3862,5892,-457,0,459,17808441
1.151547474,180.0637083,-853,758,-118,0,116,-4.930251162,580.3504907,-5912,4953,-330,0,320,0.500041666,177.4688229,-1018,978,-116,0,118,-0.11219813,207.1138559,-1199,1000,-134,0,134,-1.011016483,109.8085629,-1493,1254,-59,0,60,1.825519575,296.63872,-1264,1177,-197,0,198,2.594306762,254.2993026,-3044,2553,-149,0,152,0.927151214,353.5457316,-4094,3523,-218,0,219,-2.435809403,225.6717497,-1124,1152,-146,0,142,0.133431109,342.3770021,-1911,1748,-216,0,219,6227679
5.88780187,559.2705532,-2487,2402,-366,0,380,-1.587740204,1738.058225,-9360,8454,-1124,0,1133,-3.456759054,557.9187885,-2368,2619,-381,0,364,3.740754321,726.2637095,-2977,3577,-477,0,482,0,0,0,0,0,0,0,-0.57239046,684.5461392,-2230,2356,-532,0,533,-3.184230263,534.7557277,-4019,2941,-347,0,345,-1.0160164,553.9107231,-4345,4658,-347,0,345,-5.077132048,641.5920486,-2825,3234,-393,0,391,-3.768687189,1138.078471,-6287,4657,-747,0,747,32331124
-43.93483442,4014.116182,-16479,17111,-2705,0,2656,25.66025566,8781.790629,-32767,32767,-5774,0,5890,31.65463909,4432.266957,-18374,16843,-3001,0,3003,0.800636656,4545.702144,-18334,17809,-3110,0,3062,-3.067665539,1425.650579,-5162,5251,-975,0,964,20.4381927,2482.109189,-9009,9991,-1681,0,1692,-13.20369661,2146.330843,-7759,7365,-1466,0,1449,-11.63923935,1931.358556,-8686,7497,-1313,0,1306,9.603106615,5204.650715,-19955,20027,-3499,0,3596,-11.46279229,5679.998585,-24064,23392,-3844,0,3891,1993608
1.59357344,1330.052354,-18813,18038,-498,0,500,5.022132964,833.6841947,-5210,5766,-497,0,505,-5.897185047,694.1587143,-2535,2659,-458,0,431,-1.480141998,501.839952,-2503,2604,-330,0,327,0.993716771,185.706724,-1298,1276,-33,0,34,3.135514408,1284.913125,-5610,5014,-849,0,855,4.442442626,686.7560146,-2537,2414,-461,0,470,2.90460159,938.9233707,-3373,3761,-620,0,639,-0.239096015,435.1116721,-2091,2045,-287,0,290,13.52890785,783.0881934,-3891,3932,-499,0,523,41038586
-1.615723071,266.7566155,-1078,1135,-177,0,171,2.906501558,1005.608084,-8159,8744,-501,0,511,-7.671938801,333.9322924,-1478,1324,-231,0,219,0.092231796,368.5534678,-1951,1830,-240,0,240,0.237196047,197.9790789,-1183,1319,-117,0,119,-0.742287629,438.0805024,-3892,3576,-281,0,281,4.346944218,504.5364274,-5108,3774,-308,0,317,-2.456392393,540.5178106,-4303,3989,-363,0,356,0.77297045,349.5808004,-1662,1756,-227,0,227,9.323761271,517.286982,-2283,2166,-326,0,344,10349522
-1.87981867,950.5775044,-10593,10480,-458,0,454,0,0,0,0,0,0,0,-0.358644023,443.7497269,-1496,1658,-295,0,296,5.251945801,840.8535459,-3321,4191,-525,0,521,-0.168247196,40.53774933,-851,908,0,0,0,9.662338961,937.0632852,-3859,3810,-605,0,621,0,0,0,0,0,0,0,5.587156881,717.7735097,-2405,2671,-489,0,509,-5.436709388,498.8702301,-1932,2018,-337,0,322,2.071165481,897.1824881,-3889,4025,-602,0,609,44476899
-0.699338344,427.569898,-5903,8579,-145,0,144,-2.010149831,565.0310116,-4036,3905,-308,0,303,0.002299962,345.2825468,-5446,4714,-142,0,143,-3.077648706,519.5634654,-9242,8688,-189,0,179,-0.035366077,131.2714816,-1255,1389,-66,0,66,0.833069449,400.2649491,-5292,5255,-227,0,227,-1.773920435,433.172791,-6851,7162,-205,0,203,2.086315228,478.7928504,-6062,6228,-260,0,260,-0.909734838,494.7493715,-7172,10462,-194,0,190,0.888885185,721.5861399,-14982,13059,-267,0,276,7412828
-1.707121548,391.3084548,-1523,1580,-262,0,257,-2.191696805,1209.287737,-6546,6455,-770,0,768,1.113714771,425.2510773,-1867,1828,-279,0,286,4.961700638,465.5800385,-2071,1985,-302,0,313,-0.295111748,205.0688167,-2060,2006,-125,0,125,0.640355994,343.6620292,-2006,1773,-232,0,231,-0.878452026,280.0633592,-2019,1895,-190,0,192,4.374593757,342.3527413,-1164,1319,-230,0,236,-6.075965401,511.138026,-2387,2235,-339,0,327,-6.301044983,652.8931615,-2651,2768,-435,0,422,4282611
-1.880735321,229.6395049,-1930,1811,-133,0,131,0,0,0,0,0,0,0,0.172147131,204.0474564,-1941,1677,-111,0,112,-0.834902752,263.0866659,-2321,3011,-141,0,139,0.109214846,181.8992405,-2086,1608,-105,0,104,0.179780337,206.7798149,-1032,931,-133,0,135,3.423709605,202.4399233,-1327,1825,-112,0,115,0,0,0,0,0,0,0,-0.079282012,248.8369747,-2970,2424,-134,0,135,-0.80458659,528.5315171,-3588,5146,-305,0,303,20364404
-1.432042799,212.941058,-1616,1144,-132,0,132,0,0,0,0,0,0,0,-1.474642089,199.9495435,-997,1149,-129,0,123,0.222862952,232.6328051,-1426,1320,-148,0,148,0.222346294,171.513892,-885,1042,-108,0,108,1.966650556,196.0395631,-1032,951,-129,0,128,-0.701404977,207.4981014,-2738,2504,-126,0,121,0,0,0,0,0,0,0,0.011099815,225.7025228,-1460,1432,-141,0,140,-3.2300295,480.1867672,-2777,2323,-306,0,305,23711741
-7.162347294,489.5282473,-2061,1899,-335,0,316,5.769337178,1853.188432,-9811,8953,-1136,0,1141,-2.067882202,445.967105,-1945,1898,-294,0,292,0.209563174,655.2075544,-2840,2612,-432,0,434,0,0,0,0,0,0,0,-1.60760654,838.4647555,-3879,3650,-593,0,598,-2.530891152,554.6915275,-3056,3520,-364,0,358,0.520224663,504.994172,-6193,6751,-328,0,332,5.716588057,595.2541915,-2566,2369,-383,0,395,11.61978967,1045.104096,-4425,4482,-678,0,694,40819831
2.305728238,152.6569025,-976,987,-90,0,94,-1.546074232,706.1177812,-19158,22828,-237,0,235,3.128047866,191.9427581,-1412,1468,-114,0,116,-0.860152331,289.425948,-2601,2659,-176,0,176,0.290345161,149.7682329,-2315,2959,-61,0,61,2.994116765,417.0826708,-3252,3816,-271,0,277,1.556090732,590.7803572,-7490,7901,-289,0,290,-2.008949851,341.8324446,-2359,2451,-225,0,219,-0.451675805,248.1983437,-1977,2001,-147,0,147,-2.344494258,366.1315596,-5436,5283,-168,0,161,43098610
3.195796737,283.9160367,-1815,1478,-181,0,190,0,0,0,0,0,0,0,2.124431259,233.895811,-961,1102,-152,0,157,-0.470858819,356.2792498,-1761,1686,-228,0,231,0.552057466,191.155331,-1077,1639,-114,0,115,-2.17579707,3199.033503,-32767,32767,-1181,0,1166,0.801119981,546.1821584,-5385,4495,-352,0,352,0.87658539,599.7218353,-3274,2608,-406,0,406,2.069348844,288.2993082,-1367,1367,-184,0,191,-3.354444093,587.6565269,-2694,2828,-380,0,373,25014032
-1.400326661,346.9696312,-1520,1658,-226,0,218,6.008299862,1718.699183,-11268,12727,-837,0,854,2.891718471,312.2252762,-1250,1358,-205,0,208,-1.042132631,436.1277953,-2275,2155,-283,0,282,-0.385710238,249.8937464,-1502,1625,-146,0,144,3.362327295,466.3479126,-6081,6565,-275,0,279,2.139864336,421.0720943,-3959,3168,-266,0,270,5.964550591,531.918664,-3198,3039,-347,0,356,1.714121431,410.0815936,-1737,1713,-265,0,273,-7.163630606,695.9181128,-3306,3343,-439,0,427,6955341
